ogr_appellation;rome_code;libelle_appellation_long;libelle_appellation_court
10217;G1201;Accompagnateur / Accompagnatrice en tourisme vert;Accompagnateur / Accompagnatrice en tourisme vert
10227;G1201;Accompagnateur / Accompagnatrice tourisme;Accompagnateur / Accompagnatrice tourisme
10228;G1201;Accompagnateur / Accompagnatrice touristique;Accompagnateur / Accompagnatrice touristique
13343;G1201;Conférencier / Conférencière de voyages;Conférencier / Conférencière de voyages
13344;G1201;Conférencier national / Conférencière nationale;Conférencier national / Conférencière nationale
13681;G1201;Coordinateur / Coordinatrice de séjour touristique;Coordinateur / Coordinatrice de séjour touristique
15441;G1201;Guide conférencier / conférencière;Guide conférencier/conférencière
15442;G1201;Guide de haute montagne;Guide de haute montagne
15443;G1201;Guide de pays;Guide de pays
15444;G1201;Guide de tourisme d'aventure;Guide de tourisme d'aventure
15445;G1201;Guide de tourisme équestre;Guide de tourisme équestre
15446;G1201;Guide nature;Guide nature
15447;G1201;Guide sportif / sportive;Guide sportif / sportive
15448;G1201;Guide tour leader;Guide tour leader
15449;G1201;Guide touristique;Guide touristique
15450;G1201;Guide-accompagnateur / Guide-accompagnatrice;Guide-accompagnateur / Guide-accompagnatrice
15451;G1201;Guide-accompagnateur / Guide-accompagnatrice de pêche;Guide-accompagnateur / Guide-accompagnatrice de pêche
15452;G1201;Guide-accompagnateur / Guide-accompagnatrice en écotourisme;Guide-accompagnateur / Guide-accompagnatrice en écotourisme
15453;G1201;Guide-interprète;Guide-interprète
15454;G1201;Guide-interprète national / nationale;Guide-interprète national / nationale
15455;G1201;Guide-interprète régional / régionale;Guide-interprète régional / régionale
16319;G1201;Maître randonneur / Maîtresse randonneuse de tourisme;Maître randonneur / Maîtresse randonneuse de tourisme
16744;G1201;Moniteur / Monitrice guide de pêche de loisirs;Moniteur / Monitrice guide de pêche de loisirs
126551;G1201;Musher guide de randonnée en traîneau;Musher guide de randonnée en traîneau
10979;G1202;Animateur / Animatrice d'activités audiovisuelles;Animateur / Animatrice d'activités audiovisuelles
10980;G1202;Animateur / Animatrice d'activités culturelles et de détente;Animateur / Animatrice d'activités culturelles et de détente
10981;G1202;Animateur / Animatrice d'activités culturelles et techniques;Animateur / Animatrice d'activités culturelles et techniques
10982;G1202;Animateur / Animatrice d'activités culturelles, techniques ou ludiques;Animateur(trice) d'activ culturelles, techniques ou ludiques
38577;G1202;Animateur / Animatrice d'activités ludiques (jeux, jouets);Animateur / Animatrice d'activités ludiques (jeux, jouets)
10985;G1202;Animateur / Animatrice d'arts plastiques;Animateur / Animatrice d'arts plastiques
10986;G1202;Animateur / Animatrice d'atelier artistique ou ludique;Animateur / Animatrice d'atelier artistique ou ludique
10987;G1202;Animateur / Animatrice d'atelier d'activités manuelles;Animateur / Animatrice d'atelier d'activités manuelles
10989;G1202;Animateur / Animatrice d'atelier d'écriture;Animateur / Animatrice d'atelier d'écriture
10990;G1202;Animateur / Animatrice d'atelier d'expression corporelle;Animateur / Animatrice d'atelier d'expression corporelle
10991;G1202;Animateur / Animatrice d'atelier en maison de retraite;Animateur / Animatrice d'atelier en maison de retraite
10992;G1202;Animateur / Animatrice d'atelier Internet;Animateur / Animatrice d'atelier Internet
10993;G1202;Animateur / Animatrice d'atelier lecture;Animateur / Animatrice d'atelier lecture
10994;G1202;Animateur / Animatrice d'atelier multimédia;Animateur / Animatrice d'atelier multimédia
10995;G1202;Animateur / Animatrice d'atelier musical;Animateur / Animatrice d'atelier musical
10996;G1202;Animateur / Animatrice d'atelier sciences;Animateur / Animatrice d'atelier sciences
11005;G1202;Animateur / Animatrice de club de vacances;Animateur / Animatrice de club de vacances
11010;G1202;Animateur / Animatrice de cyberespace;Animateur / Animatrice de cyberespace
11036;G1202;Animateur / Animatrice de village de vacances;Animateur / Animatrice de village de vacances
11037;G1202;Animateur / Animatrice d'écomusée;Animateur / Animatrice d'écomusée
11043;G1202;Animateur / Animatrice des arts du cirque;Animateur / Animatrice des arts du cirque
11044;G1202;Animateur / Animatrice d'espace multimédia;Animateur / Animatrice d'espace multimédia
38784;G1202;Animateur / Animatrice d'espace public numérique;Animateur / Animatrice d'espace public numérique
11046;G1202;Animateur / Animatrice d'initiation à la nature;Animateur / Animatrice d'initiation à la nature
11047;G1202;Animateur / Animatrice d'initiation aux Technologies de l'Information et de la Communication -TIC-;Animateur/Animatrice d'initiation aux -TIC-
11052;G1202;Animateur / Animatrice éco interprète;Animateur / Animatrice éco interprète
11059;G1202;Animateur / Animatrice nature environnement;Animateur / Animatrice nature environnement
38218;G1202;Animateur / Animatrice séjour de vacances pour personnes handicapées;Animateur(trice) séjour vacances pour personnes handicapées
10976;G1202;Animateur conseiller / Animatrice conseillère en Technologies de l'Information et de la Communication -TIC-;Animateur conseiller/Animatrice conseillère en -TIC-
140973;G1202;Conseiller médiateur / Conseillère médiatrice en numérique;Conseiller médiateur / Conseillère médiatrice en numérique
140945;G1202;Facilitateur / Facilitatrice de FabLab - laboratoire de fabrication numérique;Facilitateur / Facilitatrice de FabLab
16063;G1202;Intervenant / Intervenante en Tai Chi;Intervenant / Intervenante en Tai Chi
18145;G1202;Professeur / Professeure de yoga;Professeur / Professeure de yoga
38058;G1202;Responsable d'animation en centre de vacances;Responsable d'animation en centre de vacances
140974;G1202;Responsable d'espace de médiation numérique;Responsable d'espace de médiation numérique
10213;G1203;Accompagnateur / Accompagnatrice d'enfants ou d'adolescents;Accompagnateur / Accompagnatrice d'enfants ou d'adolescents
10973;G1203;Animateur / Animatrice classe de découverte;Animateur / Animatrice classe de découverte
11001;G1203;Animateur / Animatrice d'accueil collectif de mineurs (ACM);Animateur / Animatrice d'accueil collectif de mineurs (ACM)
10999;G1203;Animateur / Animatrice d'accueil de loisirs (centre aéré);Animateur / Animatrice d'accueil de loisirs (centre aéré)
11000;G1203;Animateur / Animatrice d'accueil de loisirs (centre de loisirs);Animateur(trice) d'accueil de loisirs (centre de loisirs)
10983;G1203;Animateur / Animatrice d'activités périscolaires;Animateur / Animatrice d'activités périscolaires
11006;G1203;Animateur / Animatrice de club enfants;Animateur / Animatrice de club enfants
11021;G1203;Animateur / Animatrice de loisirs auprès des enfants et adolescents;Animateur(trice) de loisirs auprès enfants et adolescents
11022;G1203;Animateur / Animatrice de loisirs de plage;Animateur / Animatrice de loisirs de plage
11023;G1203;Animateur / Animatrice de loisirs pour enfants;Animateur / Animatrice de loisirs pour enfants
11024;G1203;Animateur / Animatrice de mini-club enfants;Animateur / Animatrice de mini-club enfants
11007;G1203;Animateur / Animatrice de séjour de vacances;Animateur / Animatrice de séjour de vacances
11038;G1203;Animateur / Animatrice d'enfants;Animateur / Animatrice d'enfants
11039;G1203;Animateur / Animatrice d'enfants assistant(e) sanitaire;Animateur / Animatrice d'enfants assistant(e) sanitaire
11041;G1203;Animateur / Animatrice d'enfants en classe transplantée;Animateur / Animatrice d'enfants en classe transplantée
11040;G1203;Animateur / Animatrice d'enfants en séjour de vacances;Animateur / Animatrice d'enfants en séjour de vacances
10971;G1203;Animateur adjoint / Animatrice adjointe sanitaire auprès d'enfants ou d'adolescents;Animateur(trice) adjoint(e) sanitaire enfants ou adolescents
14226;G1203;Directeur / Directrice d'accueil collectif de mineurs (ACM);Directeur / Directrice d'accueil collectif de mineurs (ACM)
14219;G1203;Directeur / Directrice d'accueil de loisirs;Directeur / Directrice d'accueil de loisirs
14224;G1203;Directeur / Directrice d'accueil de loisirs avec hébergement;Directeur / Directrice d'accueil de loisirs avec hébergement
14225;G1203;Directeur / Directrice d'accueil de loisirs sans hébergement;Directeur / Directrice d'accueil de loisirs sans hébergement
14222;G1203;Directeur / Directrice de centre de séjour de vacances;Directeur / Directrice de centre de séjour de vacances
38170;G1203;Directeur adjoint / Directrice adjointe d'accueil collectif de mineurs (ACM);Directeur(trice) adjoint(e) d'accueil collectif de mineurs
38156;G1203;Directeur adjoint / Directrice adjointe d'accueil de loisirs;Directeur adjoint / Directrice adjointe d'accueil de loisirs
38158;G1203;Directeur adjoint / Directrice adjointe d'accueil de loisirs avec hébergement;Directeur(trice) adjoint(e) accueil loisirs avec hébergement
38169;G1203;Directeur adjoint / Directrice adjointe d'accueil de loisirs sans hébergement;Directeur(trice) adjoint(e) accueil loisirs sans hébergement
38157;G1203;Directeur adjoint / Directrice adjointe de centre de séjour de vacances;Directeur(trice) adjoint(e) de centre de séjour de vacances
16726;G1203;Moniteur / Monitrice d'accueil de loisirs;Moniteur / Monitrice d'accueil de loisirs
16727;G1203;Moniteur / Monitrice de classe transplantée;Moniteur / Monitrice de classe transplantée
16728;G1203;Moniteur / Monitrice de séjour de vacances;Moniteur / Monitrice de séjour de vacances
16735;G1203;Moniteur / Monitrice d'enfants;Moniteur / Monitrice d'enfants
18677;G1203;Responsable d'accueil de loisirs;Responsable d'accueil de loisirs
38057;G1203;Responsable d'animation d'accueil de loisirs;Responsable d'animation d'accueil de loisirs
200102;G1204;Analyste vidéos de sports;Analyste vidéos de sports
11067;G1204;Animateur sportif / Animatrice sportive;Animateur sportif / Animatrice sportive
11279;G1204;Assistant éducateur / Assistante éducatrice d'activités sportives;Assistant(e) éducateur(trice) d'activités sportives
11637;G1204;Cadre technique sportif / sportive;Cadre technique sportif / sportive
12067;G1204;Chef de bassin;Chef de bassin
12677;G1204;Coach sportif;Coach sportif
13480;G1204;Conseiller sportif / Conseillère sportive;Conseiller sportif / Conseillère sportive
14584;G1204;Éducateur / Éducatrice d'activités physiques;Éducateur / Éducatrice d'activités physiques
14585;G1204;Éducateur / Éducatrice d'activités sportives;Éducateur / Éducatrice d'activités sportives
14595;G1204;Éducateur / Éducatrice handisport;Éducateur / Éducatrice handisport
14601;G1204;Éducateur sportif / Éducatrice sportive;Éducateur sportif / Éducatrice sportive
14857;G1204;Entraîneur / Entraîneuse de sportifs de haut niveau;Entraîneur / Entraîneuse de sportifs de haut niveau
126553;G1204;Entraîneur / Entraîneuse de sportifs de haut niveau de football;Entraîneur(euse) de sportifs de haut niveau de football
14858;G1204;Entraîneur / Entraîneuse d'équipe sportive;Entraîneur / Entraîneuse d'équipe sportive
126552;G1204;Entraîneur / Entraîneuse d'équipe sportive de football;Entraîneur / Entraîneuse d'équipe sportive de football
14859;G1204;Entraîneur sportif / Entraîneuse sportive;Entraîneur sportif / Entraîneuse sportive
126554;G1204;Entraîneur sportif / Entraîneuse sportive de football;Entraîneur sportif / Entraîneuse sportive de football
15916;G1204;Initiateur sportif / Initiatrice sportive;Initiateur sportif / Initiatrice sportive
16020;G1204;Instructeur sportif / Instructrice sportive;Instructeur sportif / Instructrice sportive
16318;G1204;Maître-nageur sauveteur / Maître-nageuse sauveteuse;Maître-nageur sauveteur / Maître nageuse sauveteuse
16339;G1204;Manager animateur / Manager animatrice de club sportif;Manager animateur / Manager animatrice de club sportif
140888;G1204;Moniteur / Monitrice de basketball;Moniteur / Monitrice de basketball
140890;G1204;Moniteur / Monitrice de fitness musculation;Moniteur / Monitrice de fitness musculation
140891;G1204;Moniteur / Monitrice de golf;Moniteur / Monitrice de golf
140892;G1204;Moniteur / Monitrice de gymnastique;Moniteur / Monitrice de gymnastique
140893;G1204;Moniteur / Monitrice de handball;Moniteur / Monitrice de handball
140894;G1204;Moniteur / Monitrice de judo;Moniteur / Monitrice de judo
140895;G1204;Moniteur / Monitrice de karaté;Moniteur / Monitrice de karaté
140896;G1204;Moniteur / Monitrice de natation;Moniteur / Monitrice de natation
140897;G1204;Moniteur / Monitrice de plongée;Moniteur / Monitrice de plongée
140898;G1204;Moniteur / Monitrice de rugby;Moniteur / Monitrice de rugby
140899;G1204;Moniteur / Monitrice de ski alpin;Moniteur / Monitrice de ski alpin
16733;G1204;Moniteur / Monitrice de sport;Moniteur / Monitrice de sport
140900;G1204;Moniteur / Monitrice de tennis;Moniteur / Monitrice de tennis
140901;G1204;Moniteur / Monitrice de tennis de table;Moniteur / Monitrice de tennis de table
140902;G1204;Moniteur / Monitrice de voile;Moniteur / Monitrice de voile
16734;G1204;Moniteur / Monitrice d'éducation physique et sportive;Moniteur / Monitrice d'éducation physique et sportive
140889;G1204;Moniteur / Monitrice d'équitation;Moniteur / Monitrice d'équitation
16748;G1204;Moniteur sportif / Monitrice sportive;Moniteur sportif / Monitrice sportive
18037;G1204;Préparateur / Préparatrice physique;Préparateur / Préparatrice physique
18110;G1204;Professeur / Professeure d'activités sportives;Professeur / Professeure d'activités sportives
19314;G1204;Sauveteur / Sauveteuse aquatique;Sauveteur / Sauveteuse aquatique
19586;G1204;Surveillant / Surveillante de baignade;Surveillant / Surveillante de baignade
10416;G1205;Agent / Agente de contrôle de salle de spectacles;Agent / Agente de contrôle de salle de spectacles
10705;G1205;Agent / Agente d'exploitation des attractions;Agent / Agente d'exploitation des attractions
10997;G1205;Animateur / Animatrice d'attractions;Animateur / Animatrice d'attractions
11025;G1205;Animateur / Animatrice de parc de loisirs;Animateur / Animatrice de parc de loisirs
11027;G1205;Animateur / Animatrice de personnage de parc de loisirs;Animateur / Animatrice de personnage de parc de loisirs
11259;G1205;Assistant / Assistante de zone d'attraction;Assistant / Assistante de zone d'attraction
12873;G1205;Conducteur / Conductrice d'attraction;Conducteur / Conductrice d'attraction
13094;G1205;Conducteur / Conductrice de manège;Conducteur / Conductrice de manège
14770;G1205;Employé / Employée de loisirs ou d'attractions;Employé / Employée de loisirs ou d'attractions
14772;G1205;Employé / Employée de manège forain;Employé / Employée de manège forain
14776;G1205;Employé / Employée de parc de loisirs;Employé / Employée de parc de loisirs
15486;G1205;Hôte / Hôtesse d'attractions;Hôte / Hôtesse d'attractions
15488;G1205;Hôte / Hôtesse de golf/mini-golf;Hôte / Hôtesse de golf/mini-golf
15489;G1205;Hôte / Hôtesse de manège;Hôte / Hôtesse de manège
15490;G1205;Hôte / Hôtesse de patinoire;Hôte / Hôtesse de patinoire
15492;G1205;Hôte / Hôtesse de salle de jeux électroniques;Hôte / Hôtesse de salle de jeux électroniques
17063;G1205;Opérateur / Opératrice d'attraction;Opérateur / Opératrice d'attraction
17118;G1205;Opérateur / Opératrice de manège;Opérateur / Opératrice de manège
38785;G1205;Opérateur / Opératrice de parcours acrobatique dans les arbres;Opérateur(trice) de parcours acrobatique dans les arbres
17385;G1205;Ouvreur / Ouvreuse de salle de spectacles;Ouvreur / Ouvreuse de salle de spectacles
17386;G1205;Ouvreur placeur / Ouvreuse placeuse de salle de spectacles;Ouvreur placeur / Ouvreuse placeuse de salle de spectacles
17741;G1205;Pilote d'attractions;Pilote d'attractions
17752;G1205;Pilote de manège;Pilote de manège
18923;G1205;Responsable des attractions;Responsable des attractions
38330;G1206;Assistant / Assistante clientèle Machines à Sous - MAS;Assistant / Assistante clientèle Machines à Sous - MAS
11580;G1206;Bout de table;Bout de table
12071;G1206;Chef de boule;Chef de boule
12197;G1206;Chef de partie de boule;Chef de partie de boule
12198;G1206;Chef de partie de jeux;Chef de partie de jeux
12377;G1206;Chef de table;Chef de table
13848;G1206;Croupier / Croupière;Croupier / Croupière
13849;G1206;Croupier / Croupière bout de table;Croupier / Croupière bout de table
13850;G1206;Croupier / Croupière de boule;Croupier / Croupière de boule
14368;G1206;Directeur / Directrice des jeux;Directeur / Directrice des jeux
14459;G1206;Directeur / Directrice Machines à Sous -MAS-;Directeur / Directrice Machines à Sous -MAS-
14181;G1206;Directeur adjoint / Directrice adjointe des jeux;Directeur adjoint / Directrice adjointe des jeux
14792;G1206;Employé / Employée des jeux;Employé / Employée des jeux
16610;G1206;Membre du comité de direction des jeux;Membre du comité de direction des jeux
